obsnme,obsval
h_p40_cp45,0.2318612958920312
h_p40_cp46,5.7880104238292915
h_p40_cp47,0.18727964305116984
h_p40_cp48,6.043985376054934
h_p40_cp49,0.14555595783622266
h_p40_cp50,5.984035767503428
h_p40_cp51,0.10901520973311563
h_p40_cp52,5.682343636442056
h_p40_cp53,0.07883628905847218
h_p40_cp54,5.273578705476666
h_p40_cp55,0.055203798012826155
h_p40_cp56,4.894839033505377
h_p40_cp57,0.03758758524463701
h_p40_cp58,4.646769124299226
h_p40_cp59,0.025049401931028115
h_p40_cp60,4.57486412434082
h_p40_cp61,0.01650614172604037
h_p40_cp62,4.664088193123007
h_p40_cp63,0.010916254077073972
h_p40_cp64,4.842484439528562
h_p40_cp65,0.007386360063719621
h_p40_cp66,4.994803678655899
h_p40_cp67,0.0052131288152850175
h_p40_cp68,4.994719554897074
h_p40_cp69,0.003881720431991198
h_p40_cp70,4.762484878125861
h_p40_cp71,0.0030404525118683523
h_p40_cp72,4.314733816426269
h_p40_cp73,0.0024661560219101375
h_p40_cp74,3.7255107474115903
h_p40_cp75,0.002029139821161152
h_p40_cp76,3.078396684042673
h_p40_cp77,0.0016623509873170406
h_p40_cp78,2.4425360854104383
h_p40_cp79,0.0013364860476485774
h_p40_cp80,1.8656720009007586
h_p40_cp81,0.0010410931126898504
h_p40_cp82,1.3745473698811566
h_p40_cp83,0.0007705708717367088
h_p40_cp84,1.548207855498731
h_p40_cp85,1.9213847042217367
h_p40_cp86,2.119869211750938
h_p40_cp87,2.609295735659316
h_p40_cp88,2.787713245246323
h_p40_cp89,3.442620127243117
h_p40_cp90,3.499140176187211
h_p40_cp91,4.412939617634038
h_p40_cp92,4.1606361911335625
h_p40_cp93,5.495612576730082
h_p40_cp94,4.649063524037047
h_p40_cp95,6.646601102513387
h_p40_cp96,4.848990682360636
h_p40_cp97,7.796760141052118
h_p40_cp98,4.708099859003141
h_p40_cp99,8.835520377423109
h_p40_cp100,4.27467002354706
h_p40_cp101,9.588718480211355
h_p40_cp102,3.660163653671134
h_p40_cp103,9.856653606825375
h_p40_cp104,2.984195464338427
h_p40_cp105,9.55125192287369
h_p40_cp106,2.337982841057965
h_p40_cp107,8.820299568496011
h_p40_cp108,1.7739633584296826
h_p40_cp109,7.919788296908564
h_p40_cp110,1.312622757787267
h_p40_cp111,7.065670772991325
h_p40_cp112,0.9544752104538929
h_p40_cp113,6.371946062819916
h_p40_cp114,0.6903148774808869
h_p40_cp115,5.844860852020247
h_p40_cp116,0.5081269945771965
h_p40_cp117,5.400374505021773
h_p40_cp118,0.3974197680759062
h_p40_cp119,4.90574210768591
h_p40_cp120,0.352019426482002
h_p40_cp121,4.266272650602787
h_p40_cp122,0.37195468437766976
h_p40_cp123,3.52458166160136
h_p40_cp124,0.4646595461117613
h_p40_cp125,2.775391437051212
h_p40_cp126,0.645468966145927
h_p40_cp127,2.096229379644683
h_p40_cp128,0.9371722505820799
h_p40_cp129,1.5286651760779932
h_p40_cp130,1.3681134595767617
h_p40_cp131,1.0847843944743545
h_p40_cp132,1.9679351617201064
h_p40_cp133,0.7589760269693215
h_p40_cp134,2.7596638133845772
h_p40_cp135,0.5378288056992915
h_p40_cp136,3.746955719278958
h_p40_cp137,0.40698280724063807
h_p40_cp138,4.897007229797509
h_p40_cp139,0.35534869728326157
h_p40_cp140,6.123365819776154
h_p40_cp141,0.37726501720726446
h_p40_cp142,7.275892215776821
h_p40_cp143,0.47303706313255134
h_p40_cp144,8.143483808929886
h_p40_cp145,0.6480958345323415
h_p40_cp146,8.483620081997287
h_p40_cp147,0.9108068912639737
h_p40_cp148,8.142660109219833
h_p40_cp149,1.2688660854921636
h_p40_cp150,7.274114062803164
h_p40_cp151,1.7243908526927498
h_p40_cp152,6.1203749011697255
h_p40_cp153,2.268388658419326
h_p40_cp154,4.892425491084396
h_p40_cp155,2.8762790437374406
h_p40_cp156,3.740297992062551
h_p40_cp157,3.5072259194478193
h_p40_cp158,2.7503485714291855
h_p40_cp159,4.110169207569925
h_p40_cp160,1.9552710493053382
h_p40_cp161,4.6369215820541285
h_p40_cp162,1.351212279480933
h_p40_cp163,5.056651018830735
h_p40_cp164,0.9147008047061718
h_p40_cp165,5.360214767825028
h_p40_cp166,0.6151072657835357
h_p40_cp167,5.5473104938114375
h_p40_cp168,0.4220932328175877
h_p40_cp169,5.6081443402804325
h_p40_cp170,0.30921469640725263
h_p40_cp171,5.516028938345926
h_p40_cp172,0.2550178042083644
h_p40_cp173,5.240259785621674
h_p40_cp174,0.24264398128843823
h_p40_cp175,4.7747474027860335
h_p40_cp176,0.2586680253716622
h_p40_cp177,4.158569912553503
h_p40_cp178,0.2917311863757277
h_p40_cp179,3.4618584681763878
h_p40_cp180,0.33145458042417886
h_p40_cp181,2.7590673776267067
h_p40_cp182,0.3680397594680471
h_p40_cp183,2.1098124444588393
h_p40_cp184,0.3927834611399703
h_p40_cp185,1.5513063094506379
h_p40_cp186,0.3993746484075018
h_p40_cp187,1.099019747734701
h_p40_cp188,0.38533077319743825
h_p40_cp189,0.7515784997763149
h_p40_cp190,0.3525499426968963
h_p40_cp191,0.49697165249222053
h_p40_cp192,0.3063247767845496
h_p40_cp193,0.3182189083447611
h_p40_cp194,0.253426791570746
h_p40_cp195,0.1975755684379692
h_p40_cp196,0.2002432296508232
h_p40_cp197,0.11908757813171178
h_p40_cp198,0.151578216289181
h_p40_cp199,0.06975669306893906
h_p40_cp200,0.11024153399785064
h_p40_cp201,0.03974685932689681
h_p40_cp202,0.0772346499275045
h_p40_cp203,0.022048083425033838
h_p40_cp204,0.052242938979816245
h_p40_cp205,0.011913890542700756
h_p40_cp206,0.03418621134414934
h_p40_cp207,0.006272594068150283
h_p40_cp208,0.02167873288726696
h_p40_cp209,0.003215925568156308
h_p40_cp210,0.013343057055863028
h_p40_cp211,0.0016019459212657239
h_p41_cp0,1.153564950388045
h_p41_cp1,0.009182093280287518
h_p41_cp2,1.5458347302183029
h_p41_cp3,0.01360886619613666
h_p41_cp4,1.9884171799362775
h_p41_cp5,0.019697781097420375
h_p41_cp6,2.4429660893733853
h_p41_cp7,0.027814635807317245
h_p41_cp8,2.8504250380792655
h_p41_cp9,0.038342682819802576
h_p41_cp10,3.1405629532468993
h_p41_cp11,0.05167542798790237
h_p41_cp12,3.253072444251302
h_p41_cp13,0.0682199900447813
h_p41_cp14,3.1636666740641886
h_p41_cp15,0.08840249013246648
h_p41_cp16,2.8985055046923662
h_p41_cp17,0.11265204410119622
h_p41_cp18,2.5206966827568067
h_p41_cp19,0.14132740344757622
h_p41_cp20,2.105084772072587
h_p41_cp21,0.1745536012208504
h_p41_cp22,1.7179529213694877
h_p41_cp23,0.21196726821517586
h_p41_cp24,1.4081485411670656
h_p41_cp25,0.2524265933257084
h_p41_cp26,1.2078131477201168
h_p41_cp27,0.29379978014185326
h_p41_cp28,1.1375990442265902
h_p41_cp29,0.33296522870432455
h_p41_cp30,1.2118979186598153
h_p41_cp31,0.3661141504294392
h_p41_cp32,1.4415201942924796
h_p41_cp33,0.38934933614564216
h_p41_cp34,1.8328025960890955
h_p41_cp35,0.3994567379977525
h_p41_cp36,2.3831301833311045
h_p41_cp37,0.39463722689151837
h_p41_cp38,3.0737904942297973
h_p41_cp39,0.37496841208258047
h_p41_cp40,3.8621556720145236
h_p41_cp41,0.3424403976255235
h_p41_cp42,4.6762402717336045
h_p41_cp43,0.30055086990341806
h_p41_cp44,5.415736049471889
h_p41_cp45,0.253591367953959
h_p41_cp46,5.9653576880909895
h_p41_cp47,0.20584513898074874
h_p41_cp48,6.227554995148239
h_p41_cp49,0.1609147316266899
h_p41_cp50,6.173202533745098
h_p41_cp51,0.12131854177823698
h_p41_cp52,5.876712499449241
h_p41_cp53,0.08838724936595099
h_p41_cp54,5.472437863928462
h_p41_cp55,0.06240198686373333
h_p41_cp56,5.096845935575402
h_p41_cp57,0.04287185111297731
h_p41_cp58,4.850229897225745
h_p41_cp59,0.02884840623528362
h_p41_cp60,4.77860906741671
h_p41_cp61,0.019202811536615627
h_p41_cp62,4.8680841789773694
h_p41_cp63,0.012827882102101285
h_p41_cp64,5.046995932115351
h_p41_cp65,0.008758669946473674
h_p41_cp66,5.198199549356104
h_p41_cp67,0.006224649277555727
h_p41_cp68,5.1923777961412725
h_p41_cp69,0.004654285458173035
h_p41_cp70,4.9488380704601695
h_p41_cp71,0.0036521461415759404
h_p41_cp72,4.484457959930523
h_p41_cp73,0.002964021033676545
h_p41_cp74,3.876111319382062
h_p41_cp75,0.002440040334704463
h_p41_cp76,3.209883343761021
h_p41_cp77,0.0020012680697618634
h_p41_cp78,2.5557526604075065
h_p41_cp79,0.0016121372652833088
h_p41_cp80,1.9613747753405733
h_p41_cp81,0.0012591002996487077
h_p41_cp82,1.4534399198132633
h_p41_cp83,0.0009344885661448643
h_p41_cp84,1.6280939845064495
h_p41_cp85,2.0222969177036703
h_p41_cp86,2.2173610636559715
h_p41_cp87,2.7362826133551152
h_p41_cp88,2.90095733939188
h_p41_cp89,3.6000440157249614
h_p41_cp90,3.6240195203513395
h_p41_cp91,4.6046506300929195
h_p41_cp92,4.2923843858511646
h_p41_cp93,5.723268028362327
h_p41_cp94,4.784376243688257
h_p41_cp95,6.907586181654096
h_p41_cp96,4.986305112449372
h_p41_cp97,8.08283737776651
h_p41_cp98,4.846216711715442
h_p41_cp99,9.133735104973994
h_p41_cp100,4.411876430268421
h_p41_cp101,9.88751672814601
h_p41_cp102,3.792863887315434
h_p41_cp103,10.15445583979249
h_p41_cp104,3.107215364187141
h_p41_cp105,9.85290569642848
h_p41_cp106,2.4467326773610694
h_p41_cp107,9.125036732554236
h_p41_cp108,1.86613189099171
h_p41_cp109,8.218018423414605
h_p41_cp110,1.388349568677313
h_p41_cp111,7.34772598363088
h_p41_cp112,1.0155995589047961
h_p41_cp113,6.633369110872991
h_p41_cp114,0.7395537280990538
h_p41_cp115,6.085379980528842
h_p41_cp116,0.5485629423055798
h_p41_cp117,5.620204976840569
h_p41_cp118,0.4322840315044232
h_p41_cp119,5.1029442641809055
h_p41_cp120,0.38463318764024734
h_p41_cp121,4.438578806016267
h_p41_cp122,0.405719576597221
h_p41_cp123,3.6699067465403914
h_p41_cp124,0.5030340226649059
h_p41_cp125,2.894525990038346
h_p41_cp126,0.6918836306358571
h_p41_cp127,2.192100491273095
h_p41_cp128,0.9948264031481813
h_p41_cp129,1.6049717189866897
h_p41_cp130,1.4395782622059414
h_p41_cp131,1.14523367053107
h_p41_cp132,2.0545265379660123
h_p41_cp133,0.8071407707107028
h_p41_cp134,2.860787203271684
h_p41_cp135,0.577283397239853
h_p41_cp136,3.860212792899347
h_p41_cp137,0.4414421855042292
h_p41_cp138,5.020417555863332
h_p41_cp139,0.38873009516373713
h_p41_cp140,6.259859986897482
h_p41_cp141,0.41369681528931324
h_p41_cp142,7.43523785125808
h_p41_cp143,0.5168359643373606
h_p41_cp144,8.332456118172558
h_p41_cp145,0.7036962036650038
h_p41_cp146,8.687815714248245
h_p41_cp147,0.9826037855664254
h_p41_cp148,8.331497607890924
h_p41_cp149,1.360939465368574
h_p41_cp150,7.433177744158456
h_p41_cp151,1.8401113021459423
h_p41_cp152,6.256416848629215
h_p41_cp153,2.409959547380822
h_p41_cp154,5.015182238993475
h_p41_cp155,3.044331098353723
h_p41_cp156,3.852664353740238
h_p41_cp157,3.7006069611184103
h_p41_cp158,2.850305641397881
h_p41_cp159,4.326005924686797
h_p41_cp160,2.040376832822858
h_p41_cp161,4.870877854844821
h_p41_cp162,1.4208117227808543
h_p41_cp163,5.303246954739279
h_p41_cp164,0.970006108846519
h_p41_cp165,5.613246790054973
h_p41_cp166,0.658496402025321
h_p41_cp167,5.800395502684069
h_p41_cp168,0.4564145634781198
h_p41_cp169,5.855220775776843
h_p41_cp170,0.3373030836723956
h_p41_cp171,5.7516391030819705
h_p41_cp172,0.27939564471216727
h_p41_cp173,5.4597547795499395
h_p41_cp174,0.265349393544966
h_p41_cp175,4.974523617432396
h_p41_cp176,0.2811738401264847
h_p41_cp177,4.33637553272888
h_p41_cp178,0.3149356996032111
h_p41_cp179,3.616808877033236
h_p41_cp180,0.355728808891854
h_p41_cp181,2.891367843982607
h_p41_cp182,0.39331158718141523
h_p41_cp183,2.22032482522377
h_p41_cp184,0.41863903703688266
h_p41_cp185,1.6412991342338046
h_p41_cp186,0.4251702404176285
h_p41_cp187,1.170170513541052
h_p41_cp188,0.41031690055569925
h_p41_cp189,0.8060216981098165
h_p41_cp190,0.3759927257101481
h_p41_cp191,0.5372198649017719
h_p41_cp192,0.32760280110096573
h_p41_cp193,0.3469520911296513
h_p41_cp194,0.27209121737860187
h_p41_cp195,0.21739104240373308
h_p41_cp196,0.21604924258099345
h_p41_cp197,0.13229866196638795
h_p41_cp198,0.16449189291688526
h_p41_cp199,0.07827951402282451
h_p41_cp200,0.12041885261714924
h_p41_cp201,0.045072141635500884
h_p41_cp202,0.084974980678453
h_p41_cp203,0.025273490612107707
h_p41_cp204,0.05792891990631688
h_p41_cp205,0.013808816522669076
h_p41_cp206,0.03822510017971581
h_p41_cp207,0.007352707975314843
h_p41_cp208,0.024456387136524427
h_p41_cp209,0.003812884975786801
h_p41_cp210,0.015195060842870589
h_p41_cp211,0.0019210601897157176
h_p42_cp0,1.2171368818781048
h_p42_cp1,0.010507701089409238
h_p42_cp2,1.6230066258199258
h_p42_cp3,0.015482392839658132
h_p42_cp4,2.0783226501753234
h_p42_cp5,0.022297107604572375
h_p42_cp6,2.543395114388204
h_p42_cp7,0.0313474013778432
h_p42_cp8,2.958413452360219
h_p42_cp9,0.04304616742047074
h_p42_cp10,3.253203093288448
h_p42_cp11,0.05781368017733257
h_p42_cp12,3.3678916799940453
h_p42_cp13,0.07607738392061947
h_p42_cp14,3.2784989182623576
h_p42_cp15,0.09827227910727743
h_p42_cp16,3.0111371779362344
h_p42_cp17,0.1248183619172778
h_p42_cp18,2.6287770425205963
h_p42_cp19,0.15604007969386657
h_p42_cp20,2.20657323852447
h_p42_cp21,0.19199720336928294
h_p42_cp22,1.8120092149843003
h_p42_cp23,0.23222828253892658
h_p42_cp24,1.4957800177717218
h_p42_cp25,0.2754644248743716
h_p42_cp26,1.2918632676751258
h_p42_cp27,0.31942719995186053
h_p42_cp28,1.2221970082673579
h_p42_cp29,0.3608418081103082
h_p42_cp30,1.3016609156411505
h_p42_cp31,0.39575328061027903
h_p42_cp32,1.5407014874845117
h_p42_cp33,0.4201374705617127
h_p42_cp34,1.9445094065013109
h_p42_cp35,0.4306833217260646
h_p42_cp36,2.508789272593276
h_p42_cp37,0.4255344955959117
h_p42_cp38,3.2130903293750634
h_p42_cp39,0.40476035103438335
h_p42_cp40,4.013558671387727
h_p42_cp41,0.3703987695021169
h_p42_cp42,4.837828194401936
h_p42_cp43,0.32605338534676775
h_p42_cp44,5.585909341108618
h_p42_cp45,0.2761739325842427
h_p42_cp46,6.143010678345036
h_p42_cp47,0.22523847672619013
h_p42_cp48,6.411704453506445
h_p42_cp49,0.1770571889992425
h_p42_cp50,6.362757408151083
h_p42_cp51,0.13434185654932662
h_p42_cp52,6.07102071170857
h_p42_cp53,0.09857870588575679
h_p42_cp54,5.670990118211648
h_p42_cp55,0.07015180187909209
h_p42_cp56,5.298851536066195
h_p42_cp57,0.048616867604778236
h_p42_cp58,5.0547877842209346
h_p42_cp59,0.03302202068061888
h_p42_cp60,4.985251275792052
h_p42_cp61,0.022197649744612136
h_p42_cp62,5.076826448815154
h_p42_cp63,0.014973636173181148
h_p42_cp64,5.257141759234855
h_p42_cp65,0.010314018450117146
h_p42_cp66,5.406762651671897
h_p42_cp67,0.007380007463325455
h_p42_cp68,5.394634040013443
h_p42_cp69,0.0055413587399471
h_p42_cp70,5.140393910233115
h_p42_cp71,0.0043565565113112825
h_p42_cp72,4.66006497924468
h_p42_cp73,0.0035381576194595254
h_p42_cp74,4.032171251559703
h_p42_cp75,0.002914321810749243
h_p42_cp76,3.345602603520092
h_p42_cp77,0.0023929170884002815
h_p42_cp78,2.6719510277964673
h_p42_cp79,0.0019312276217533508
h_p42_cp80,2.0592104971485696
h_p42_cp81,0.0015120197085707332
h_p42_cp82,1.5340319006263599
h_p42_cp83,0.0011250834093061712
h_p42_cp84,1.708045568059788
h_p42_cp85,2.125390476883922
h_p42_cp86,2.3135755511711977
h_p42_cp87,2.866118303727717
h_p42_cp88,3.011191937613603
h_p42_cp89,3.760925482820312
h_p42_cp90,3.744366370003263
h_p42_cp91,4.79978325074967
h_p42_cp92,4.418795024759675
h_p42_cp93,5.952859145232196
h_p42_cp94,4.914043104625307
h_p42_cp95,7.166998493879191
h_p42_cp96,5.117746128511499
h_p42_cp97,8.362067492808137
h_p42_cp98,4.9787750736850285
h_p42_cp99,9.419888797626754
h_p42_cp100,4.543916013190028
h_p42_cp101,10.17232867832604
h_p42_cp102,3.921278897600587
h_p42_cp103,10.438927510749409
h_p42_cp104,3.227542752692898
h_p42_cp105,10.139863669403667
h_p42_cp106,2.5545885726801316
h_p42_cp107,9.416577611516232
h_p42_cp108,1.9588168965333352
h_p42_cp109,8.508248644676542
h_p42_cp110,1.4654034531390607
h_p42_cp111,7.627178702003903
h_p42_cp112,1.0783815328095443
h_p42_cp113,6.895568819314121
h_p42_cp114,0.7905175961391251
h_p42_cp115,6.3274502753906745
h_p42_cp116,0.5906919022268085
h_p42_cp117,5.8399810408379835
h_p42_cp118,0.46879002358900834
h_p42_cp119,5.2984822477067155
h_p42_cp120,0.4188396812328392
h_p42_cp121,4.610890029927532
h_p42_cp122,0.44102056224119224
h_p42_cp123,3.8172546338269058
h_p42_cp124,0.5428498090764151
h_p42_cp125,3.016285552701902
h_p42_cp126,0.7395528668384941
h_p42_cp127,2.2903249169294213
h_p42_cp128,1.0533754215039153
h_p42_cp129,1.6831869604338863
h_p42_cp130,1.5113255558721903
h_p42_cp131,1.2072869307526162
h_p42_cp132,2.1405932860989196
h_p42_cp133,0.8567966494656503
h_p42_cp134,2.960909031135543
h_p42_cp135,0.6182569482493818
h_p42_cp136,3.973725707853191
h_p42_cp137,0.4775315246643004
h_p42_cp138,5.149176042411909
h_p42_cp139,0.42390501390104873
h_p42_cp140,6.411533393483296
h_p42_cp141,0.45212656110857097
h_p42_cp142,7.6208978729227965
h_p42_cp143,0.562865641028111
h_p42_cp144,8.553072402271937
h_p42_cp145,0.7617605702994297
h_p42_cp146,8.922191370624205
h_p42_cp147,1.057048957584584
h_p42_cp148,8.551965064934393
h_p42_cp149,1.4557290203222237
h_p42_cp150,7.618527734762665
h_p42_cp151,1.9584279655757655
h_p42_cp152,6.407595929991658
h_p42_cp153,2.5537715038417446
h_p42_cp154,5.143231267009924
h_p42_cp155,3.214049751856237
h_p42_cp156,3.9652173770036825
h_p42_cp157,3.894967359602333
h_p42_cp158,2.9491790073457196
h_p42_cp159,4.5421967255322215
h_p42_cp160,2.12486218848062
h_p42_cp161,5.104791664993172
h_p42_cp162,1.4905810192922218
h_p42_cp163,5.549744594540243
h_p42_cp164,1.0260693599207116
h_p42_cp165,5.8665241735411655
h_p42_cp166,0.7029656120448635
h_p42_cp167,6.054355751031153
h_p42_cp168,0.4919452254521275
h_p42_cp169,6.103864803016677
h_p42_cp170,0.36661225622947313
h_p42_cp171,5.989390864667939
h_p42_cp172,0.30493823971482925
h_p42_cp173,5.681707020761905
h_p42_cp174,0.289128282162892
h_p42_cp175,5.176753412953758
h_p42_cp176,0.30464988238190926
h_p42_cp177,4.516406230956818
h_p42_cp178,0.339013522109326
h_p42_cp179,3.773653965567746
h_p42_cp180,0.3807976915004474
h_p42_cp181,3.0252237876952677
h_p42_cp182,0.41932018064062504
h_p42_cp183,2.3321517037543344
h_p42_cp184,0.4451890691339031
h_p42_cp185,1.7325167884157509
h_p42_cp186,0.45162766289513456
h_p42_cp187,1.242563893511715
h_p42_cp188,0.4359379469046871
h_p42_cp189,0.8617410451192882
h_p42_cp190,0.4000460819002001
h_p42_cp191,0.5787224374835205
h_p42_cp192,0.3494692583813048
h_p42_cp193,0.3768403109843348
h_p42_cp194,0.29132507043550504
h_p42_cp195,0.23820101155615703
h_p42_cp196,0.23240559422174556
h_p42_cp197,0.1463144452097822
h_p42_cp198,0.17792954458036547
h_p42_cp199,0.08741808099262016
h_p42_cp200,0.13108049787706477
h_p42_cp201,0.05084542916574719
h_p42_cp202,0.09314572560788292
h_p42_cp203,0.028810159335080243
h_p42_cp204,0.0639811359774285
h_p42_cp205,0.015910880328192434
h_p42_cp206,0.042562283358620334
h_p42_cp207,0.008565106378000564
h_p42_cp208,0.027467016163882363
h_p42_cp209,0.00449095552221479
h_p42_cp210,0.017222003176811995
h_p42_cp211,0.0022878387514992937
h_p43_cp0,1.2812373443075558
h_p43_cp1,0.01196699452430039
h_p43_cp2,1.7000431545870924
h_p43_cp3,0.017531951941236912
h_p43_cp4,2.167194008673505
h_p43_cp5,0.025125123803263705
h_p43_cp6,2.641868911432084
h_p43_cp7,0.035171927970168326
h_p43_cp8,3.0637124847007726
h_p43_cp9,0.04811450982515453
h_p43_cp10,3.3626792189402295
h_p43_cp11,0.06439863537843848
h_p43_cp12,3.4793980492199807
h_p43_cp13,0.08446949006020077
h_p43_cp14,3.3903283066365475
h_p43_cp15,0.10876676732414126
h_p43_cp16,3.1214140854758625
h_p43_cp17,0.13769564000722312
h_p43_cp18,2.7354327589182503
h_p43_cp19,0.17153971622701647
h_p43_cp20,2.3077816334011914
h_p43_cp21,0.2102874058487032
h_p43_cp22,1.9069299180523558
h_p43_cp23,0.2533750103038983
h_p43_cp24,1.5851858305031783
h_p43_cp25,0.2994054809228146
h_p43_cp26,1.3782446181648993
h_p43_cp27,0.3459560959931878
h_p43_cp28,1.3093196599702424
h_p43_cp29,0.3896039961459792
h_p43_cp30,1.3938054782643121
h_p43_cp31,0.4262547187186101
h_p43_cp32,1.6418199752920373
h_p43_cp33,0.45176399057527306
h_p43_cp34,2.0574836511923422
h_p43_cp35,0.46272937705953154
h_p43_cp36,2.634977887479181
h_p43_cp37,0.4572406889128615
h_p43_cp38,3.3523352913216513
h_p43_cp39,0.43535938062859714
h_p43_cp40,4.1646727598595135
h_p43_cp41,0.39916823711746474
h_p43_cp42,4.999319459313483
h_p43_cp43,0.35237122882426775
h_p43_cp44,5.75651003878238
h_p43_cp45,0.29956915636103076
h_p43_cp46,6.3216617305997715
h_p43_cp47,0.24542808504611457
h_p43_cp48,6.597125996032901
h_p43_cp49,0.19396124075865373
h_p43_cp50,6.553425141953539
h_p43_cp51,0.14807280080140117
h_p43_cp52,6.266012284814678
h_p43_cp53,0.109407290528452
h_p43_cp54,5.869938295061729
h_p43_cp55,0.07845730957069463
h_p43_cp56,5.501494636905591
h_p43_cp57,0.054832129555052234
h_p43_cp58,5.260874332144795
h_p43_cp59,0.03758307810676342
h_p43_cp60,5.194637712525491
h_p43_cp61,0.02550496382809797
h_p43_cp62,5.289038543610786
h_p43_cp63,0.01736785814500763
h_p43_cp64,5.470240674977958
h_p43_cp65,0.012065831551353767
h_p43_cp66,5.616958817839759
h_p43_cp67,0.008691212413395988
h_p43_cp68,5.597986947746904
h_p43_cp69,0.006553374751547381
h_p43_cp70,5.33364764999601
h_p43_cp71,0.005162603657936415
h_p43_cp72,4.838903006830378
h_p43_cp73,0.004196137175767944
h_p43_cp74,4.192389037485327
h_p43_cp75,0.0034583966435093316
h_p43_cp76,3.4852642647285847
h_p43_cp77,0.002842715535507523
h_p43_cp78,2.7912836924217572
h_p43_cp79,0.002298294379215804
h_p43_cp80,2.159399993208808
h_p43_cp81,0.0018035647867691296
h_p43_cp82,1.6164708509224965
h_p43_cp83,0.0013452393009174557
h_p43_cp84,1.7877097943724038
h_p43_cp85,2.230844472809622
h_p43_cp86,2.4082441113855566
h_p43_cp87,2.99886443074206
h_p43_cp88,3.118445105077626
h_p43_cp89,3.9249163056306315
h_p43_cp90,3.860501092465256
h_p43_cp91,4.997250052758318
h_p43_cp92,4.540030338560882
h_p43_cp93,6.182530678418743
h_p43_cp94,5.037587116280065
h_p43_cp95,7.422919671839054
h_p43_cp96,5.242522311117227
h_p43_cp97,8.634079218239549
h_p43_cp98,5.105295070592092
h_p43_cp99,9.696975487612235
h_p43_cp100,4.670944345623411
h_p43_cp101,10.448491434741527
h_p43_cp102,4.045717883856923
h_p43_cp103,10.714464753014227
h_p43_cp104,3.345191043124487
h_p43_cp105,10.418036313410767
h_p43_cp106,2.66126697411255
h_p43_cp107,9.699087807729939
h_p43_cp108,2.05165377447247
h_p43_cp109,8.791616739465098
h_p43_cp110,1.5435018278217285
h_p43_cp111,7.9032815218415635
h_p43_cp112,1.1426612788368402
h_p43_cp113,7.156603409400077
h_p43_cp114,0.8431381647669696
h_p43_cp115,6.567873354728363
h_p43_cp116,0.6344926461001705
h_p43_cp117,6.056057777594333
h_p43_cp118,0.5069321219721132
h_p43_cp119,5.489701278578195
h_p43_cp120,0.4546315705174493
h_p43_cp121,4.779651165298219
h_p43_cp122,0.47783820461472715
h_p43_cp123,3.9637112483187593
h_p43_cp124,0.5840662232553768
h_p43_cp125,3.1392387005030287
h_p43_cp126,0.7884087614193049
h_p43_cp127,2.390464736089143
h_p43_cp128,1.1127419362837827
h_p43_cp129,1.7632769104952786
h_p43_cp130,1.583367710285529
h_p43_cp131,1.271010365825532
h_p43_cp132,2.226512997444388
h_p43_cp133,0.9080048919970523
h_p43_cp134,3.061260211555691
h_p43_cp135,0.6607874228618584
h_p43_cp136,4.089977169683152
h_p43_cp137,0.5152730204918043
h_p43_cp138,5.286356254618113
h_p43_cp139,0.46088660896248257
h_p43_cp140,6.579027188505734
h_p43_cp141,0.49255651479165863
h_p43_cp142,7.826054211338487
h_p43_cp143,0.6111072432684068
h_p43_cp144,8.788768984836679
h_p43_cp145,0.8222325060332878
h_p43_cp146,9.166669561720028
h_p43_cp147,1.1340280886522578
h_p43_cp148,8.787498411382785
h_p43_cp149,1.5530428550703164
h_p43_cp150,7.823345295755189
h_p43_cp151,2.079061940439715
h_p43_cp152,6.574552549598593
h_p43_cp153,2.6994748038619036
h_p43_cp154,5.279645545728272
h_p43_cp155,3.3850685465997685
h_p43_cp156,4.080439477861091
h_p43_cp157,4.0900037372157385
h_p43_cp158,3.048199572753674
h_p43_cp159,4.758556291812283
h_p43_cp160,2.2091046703330903
h_p43_cp161,5.338575627488808
h_p43_cp162,1.560531855424415
h_p43_cp163,5.796079183880465
h_p43_cp164,1.0828109838757882
h_p43_cp165,6.119936433334715
h_p43_cp166,0.7484422983338845
h_p43_cp167,6.309040346616939
h_p43_cp168,0.5286366405575791
h_p43_cp169,6.353932034271338
h_p43_cp170,0.39711175438105784
h_p43_cp171,6.229140439882258
h_p43_cp172,0.33162634124300894
h_p43_cp173,5.905971337205983
h_p43_cp174,0.3139694941301059
h_p43_cp175,5.381425673860349
h_p43_cp176,0.3290928875785539
h_p43_cp177,4.698752900201498
h_p43_cp178,0.3639693420959702
h_p43_cp179,3.932520652959056
h_p43_cp180,0.4066718337198836
h_p43_cp181,3.1607736107553137
h_p43_cp182,0.44607836311206484
h_p43_cp183,2.4454130902756788
h_p43_cp184,0.4724462955459785
h_p43_cp185,1.8250285850779164
h_p43_cp186,0.47875937126082135
h_p43_cp187,1.3162115232632914
h_p43_cp188,0.46220583220338085
h_p43_cp189,0.9187096683272102
h_p43_cp190,0.42472136567266716
h_p43_cp191,0.6214405772850569
h_p43_cp192,0.3719330995004384
h_p43_cp193,0.4078517359760099
h_p43_cp194,0.3111321645001226
h_p43_cp195,0.25998802984145186
h_p43_cp196,0.24931059271557388
h_p43_cp197,0.16113114336826584
h_p43_cp198,0.19188658411712822
h_p43_cp199,0.09717801328497444
h_p43_cp200,0.14222249547628962
