parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:0,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,0,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:1,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,1,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:2,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,2,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:3,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,3,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:4,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,4,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:5,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,5,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:6,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,6,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,7,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:7,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,7,a
