parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:29,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,29,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:30,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,30,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:31,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,31,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:32,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,32,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:33,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,33,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:34,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,34,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:35,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,35,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:58_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,72,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:70_c:32_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,32,0,p,m,gr,70,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:41_c:36_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,41,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:84_c:42_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,84,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:76_c:61_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,76,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:72_c:45_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,45,0,p,m,gr,72,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:37_c:35_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,35,0,p,m,gr,37,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:60_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,34,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:66_c:39_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,66,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:58_c:52_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,58,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:31_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,54,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:34_c:54_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,54,0,p,m,gr,34,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:55_c:37_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,55,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:77_c:52_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,77,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:35_c:37_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,35,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:71_c:31_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,71,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:73_c:59_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,73,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:54_c:41_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,41,0,p,m,gr,54,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:68_c:55_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,68,36,a
pname:p_inst:0_ptype:gr_usecol:a_pstyle:m_r:59_c:40_sp:36,none,relative,1.0,0.01,10.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,59,36,a
